"","Soil.Order","Great.Group","Subgroup","Series","Horizon","Qmax.mg.kg","k.L.mg","Clay.per","Fed.g.kg","pH","OC.mg.kg","X","Database","County..State","Latitude","Longitude","Dataset","Alo.g.kg","Ald.g.kg","Alp.g.kg","Feo.g.kg","Fep.g.kg","Caex.cmol.kg","Silt.per","Sand.per","MAT.C","MAP.mm","Elevation.m","Replicate","Depth.cm","BD.g.cm3","L.kg","Source.qmax","Source.k"
"1","Alfisol","Haplustalfs",NA,"Acove","Bt1",3330,0.006,15,22,5.6,3039,29,"NRCS","McCulloch, TX",31.0030804,-99.1812363,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"2","Alfisol","Haplustalfs",NA,"Acove","Bt2",5093,0.01,45.5,37,5.8,3671,29,"NRCS","McCulloch, TX",31.0030804,-99.1812363,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"3","Alfisol","Haplustalfs",NA,"Acove","Bt3",4369,0.019,54.6,45,5.7,2934,29,"NRCS","McCulloch, TX",31.0030804,-99.1812363,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"4","Alfisol","Haplustalfs",NA,"Acove","Cr",755,0.032,10.4,38,5.6,1615,29,"NRCS","McCulloch, TX",31.0030804,-99.1812363,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"5","Mollisol","Argiudolls",NA,"Aksarben","Bt1",4674,0.008,40.1,17,5.7,4936,43,"NRCS","Lancaster, NB",40.8450012,-96.5615005,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"6","Mollisol","Argiudolls",NA,"Aksarben","Bt2",1014,0.028,35.2,12,6,2764,43,"NRCS","Lancaster, NB",40.8450012,-96.5615005,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"7","Mollisol","Argiudolls",NA,"Aksarben","Bt3",2409,0.014,31.9,11,6.3,2311,43,"NRCS","Lancaster, NB",40.8450012,-96.5615005,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"8","Mollisol","Argiudolls",NA,"Aksarben","C",639,0.016,31.1,9,6.6,2105,43,"NRCS","Lancaster, NB",40.8450012,-96.5615005,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"9","Ultisol","Paleduldults",NA,"Allen","Ba",454,0.227,14.9,19,4.3,15500,54,"Ridge","Roane, TN",35.8,-84.5,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"10","Ultisol","Paleduldults",NA,"Allen","E",782,0.178,20,8.7,4.1,2772,54,"Ridge","Roane, TN",35.8,-84.5,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"11","Ultisol","Paleduldults",NA,"Allen","Bw",1210,0.175,31.1,12,4,1919,54,"Ridge","Roane, TN",35.8,-84.5,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"12","Ultisol","Paleduldults",NA,"Allen","2B",1605,0.145,33.7,12.8,4.5,1775,54,"Ridge","Roane, TN",35.8,-84.5,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"13","Ultisol","Paleduldults",NA,"Allen","2B2",1283,0.207,31.8,12.5,4,1801,54,"Ridge","Roane, TN",35.8,-84.5,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"14","Alfisol","Endoaqualfs",NA,"Angola","B",552,0.144,28.2,14.9,4.4,2527,30,"SERDP","NY",42.8,-76.8,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"15","Alfisol","Fragiudalfs",NA,"Apalona","Bt1",3829,0.036,30.7,24,4,2754,25,"NRCS","Perry, IN",38.0106735,-86.5759048,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"16","Alfisol","Fragiudalfs",NA,"Apalona","Bt2",2726,0.068,26,25,4,2410,25,"NRCS","Perry, IN",38.0106735,-86.5759048,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"17","Alfisol","Fragiudalfs",NA,"Apalona","Btx",2906,0.021,30.1,NA,3.9,1826,25,"NRCS","Perry, IN",38.0106735,-86.5759048,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"18","Alfisol","Fragiudalfs",NA,"Apalona","2Bt1",2306,0.025,47.6,NA,4.1,1856,25,"NRCS","Perry, IN",38.0106735,-86.5759048,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"19","Alfisol","Fragiudalfs",NA,"Apalona","2Bt2",1645,0.043,62.6,NA,4.4,1876,25,"NRCS","Perry, IN",38.0106735,-86.5759048,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"20","Alfisol","Hapludalfs",NA,"Arispe","Btg2",979,0.048,41.5,10,5.6,3838,7,"NRCS","Decatur, IA",40.865925,-93.7502417,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"21","Alfisol","Hapludalfs",NA,"Arispe","Btg3",3317,0.018,43.5,11,6.1,2576,7,"NRCS","Decatur, IA",40.865925,-93.7502417,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"22","Alfisol","Hapludalfs",NA,"Arispe","2Btg4",945,0.08,50.6,8,6.5,2101,7,"NRCS","Decatur, IA",40.865925,-93.7502417,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"23","Alfisol","Hapludalfs",NA,"Arispe","2Btg5",2506,0.022,50.9,11,6.6,1961,7,"NRCS","Decatur, IA",40.865925,-93.7502417,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"24","Alfisol","Hapludalfs",NA,"Arispe",NA,289.976424609731,NA,51,11,6.6,NA,7,"NRCS","Decatur, IA",40.865925,-93.7502417,"Jagadamma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Fitted","Fitted"
"25","Ultisol","Hapludults",NA,"Armuchee","Bt1",725,0.094,30.1,18,3.5,2132,55,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"26","Ultisol","Hapludults",NA,"Armuchee","Bt2",2582,0.031,50.1,31.6,3.3,2695,55,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"27","Ultisol","Hapludults",NA,"Armuchee-9","B1",784,0.043,31.4,21.6,4.5,6436,56,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"28","Ultisol","Hapludults",NA,"Armuchee-9","B2",1227,0.071,56.9,24.6,4.4,4199,56,"Ridge","Anderson, TN",36.1,-84.2,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"29","Mollisol","Durixerolls",NA,"Barnard","Bt1",745,0.036,32.4,10.1,6,9266,51,"CSiTE","Modoc, CA",41.6,-120.7,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"30","Mollisol","Durixerolls",NA,"Barnard","Bt2",2463,0.013,47.2,8.4,6.2,4711,51,"CSiTE","Modoc, CA",41.6,-120.7,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"31","Mollisol","Durixerolls",NA,"Barnard","B",1332,0.035,22.5,9.2,7.4,3926,51,"CSiTE","Modoc, CA",41.6,-120.7,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"32","Mollisol","Durixerolls",NA,"Barnard","Bqm1",1147,0.032,13.2,5.5,7.4,3230,51,"CSiTE","Modoc, CA",41.6,-120.7,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"33","Mollisol","Durixerolls",NA,"Barnard","Bqm2",516,0.045,27.7,1.1,7.2,1726,51,"CSiTE","Modoc, CA",41.6,-120.7,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"34","Mollisol","Durixerolls",NA,"Barnard","b",1287.51391245859,0.0442589673927962,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Fitted","Fitted"
"35","Mollisol","Durixerolls",NA,"Barnard","bqm1",1117.54021765017,0.0349806582607768,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Fitted","Fitted"
"36","Mollisol","Durixerolls",NA,"Barnard","bqm2",515.639715087882,0.0496607374460109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Fitted","Fitted"
"37","Mollisol","Calciaquolls",NA,"Bearden","Bk1",5328,0.004,52.5,5,8.2,12432,23,"NRCS","Walsh, ND",48.2661095,-97.3236084,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"38","Ultisol","Albaquults",NA,"Bladen","Btg1",1023,0.06,21.9,7,4.2,2559,15,"NRCS","Liberty, GA",31.755188,-81.5373383,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"39","Ultisol","Albaquults",NA,"Bladen","Btg2",3559,0.027,54.1,26,4.4,2707,15,"NRCS","Liberty, GA",31.755188,-81.5373383,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"40","Ultisol","Albaquults",NA,"Bladen","Btg3",1762,0.051,39.1,21,4.3,1883,15,"NRCS","Liberty, GA",31.755188,-81.5373383,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"41","Ultisol","Albaquults",NA,"Bladen","Btg4",1143,0.064,30.9,5,4.2,1779,15,"NRCS","Liberty, GA",31.755188,-81.5373383,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"42","Alfisol","Epiaqualfs",NA,"Blount","Bt1",1485,0.033,39.4,15,5.4,2962,39,NA,NA,41.565834,-85.6755524,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"43","Alfisol","Epiaqualfs",NA,"Blount","Cd/Bt",914,0.016,29.5,10,7.7,2698,39,NA,NA,41.565834,-85.6755524,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"44","Ultisol","Paledults",NA,"Bodine","B/E",1238,0.074,34.1,11.1,4.9,NA,57,"Ebis","local",36,-87.8,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"45","Ultisol","Paledults",NA,"Bodine","Bt",1910,0.093,41.5,14.9,4.7,NA,57,"Ebis","local",36,-87.8,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"46","Mollisol","Argiustolls",NA,"Bresser","Bt1",243,0.013,20.8,4.9,6.2,3478,3,"NRCS","Morgan, CO",40.1540833,-104.0451355,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"47","Mollisol","Argiustolls",NA,"Bresser","Bt2",1925,0.016,29.4,6.5,6.5,3205,3,"NRCS","Morgan, CO",40.1540833,-104.0451355,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"48","Mollisol","Argiustolls",NA,"Bresser","Bt3",416,0.023,21.2,5.3,6.6,2519,3,"NRCS","Morgan, CO",40.1540833,-104.0451355,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"49","Mollisol","Argiustolls",NA,"Bresser","BC",2338,0.006,15.2,4,7.1,2425,3,"NRCS","Morgan, CO",40.1540833,-104.0451355,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"50","Mollisol","Argiustolls",NA,"Bresser","2C3",1389,0.012,9.6,3.4,7.8,1704,3,"NRCS","Morgan, CO",40.1540833,-104.0451355,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"51","Alfisol","Hapludalfs",NA,"Brewback","Bt1",2692,0.043,61.7,37,4.7,3717,46,"NRCS","York, SC",34.8700294,-81.1437759,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"52","Alfisol","Hapludalfs",NA,"Brewback","Bt2",3715,0.035,57.4,32,5.4,3407,46,"NRCS","York, SC",34.8700294,-81.1437759,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"53","Alfisol","Hapludalfs",NA,"Brewback","Btc",1445,0.029,24.3,NA,5.5,2876,46,"NRCS","York, SC",34.8700294,-81.1437759,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"54","Alfisol","Hapludalfs",NA,"Brewback","Cr",214,0.018,5.9,1,6.9,1605,46,"NRCS","York, SC",34.8700294,-81.1437759,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"55","Inceptisol",NA,NA,NA,"Bfj",1163,0.1822,7.41884,21.84,5.037,11163.96,NA,NA,NA,49.51,-125.19,"Kothawala",11.904,6.115,3.008,9.672,1.8,0.93298,7.35875,85.22241,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"56","Inceptisol",NA,NA,NA,"Bfj",572,0.0563,6.16639,8.09,5.413,8202.9,NA,NA,NA,49.51,-125.19,"Kothawala",9.54,2.5385,1.311,6.08,0.387,6.82813,1.59434,92.23927,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"57","Inceptisol",NA,NA,NA,"Bfj",1185,0.0448,7.72903,20.67,5.254,12897.34,NA,NA,NA,49.51,-125.19,"Kothawala",9.928,4.5735,2.133,15.392,0.915,1.15734,11.97694,80.29403,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"58","Inceptisol",NA,NA,NA,"Bf",947,0.0545,19.17216,23.92,5.538,27527.51,NA,NA,NA,49.51,-125.19,"Kothawala",7.16,5.765,4.89,8.632,3.294,2.88365,39.83862,40.98922,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"59","Inceptisol",NA,NA,NA,"Bf",753,0.0319,26.29587,22.1,4.653,23027.28,NA,NA,NA,49.51,-125.19,"Kothawala",4.712,4.058,3.669,5.784,3.258,2.9988,36.53635,37.16777,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"60","Inceptisol",NA,NA,NA,"Bfj",768,0.0267,16.24737,22.23,4.848,NA,NA,NA,NA,49.51,-125.19,"Kothawala",NA,2.4135,1.466,NA,2.004,6.90542,35.21629,48.53634,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"61","Inceptisol",NA,NA,NA,"Bfj",638,0.0204,14.53657,33.54,NA,30073.56,NA,NA,NA,49.51,-125.19,"Kothawala",2.5912,3.302,2.345,4.988,1.872,4.88778,21.35849,64.10494,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"62","Inceptisol",NA,NA,NA,"Bfj",664,0.0324,8.24523,27.82,5.073,14036.2,NA,NA,NA,49.51,-125.19,"Kothawala",5.52,4.916,2.649,4.808,1.638,0.96304,12.34553,79.40923,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"63","Inceptisol",NA,NA,NA,"Bfj",664,0.0324,8.24523,27.82,5.073,14036.2,NA,NA,NA,49.51,-125.19,"Kothawala",5.52,4.916,2.649,4.808,1.638,0.96304,12.34553,79.40923,8.3,1461,"300","2",NA,NA,10,"Reported","Reported"
"64","Inceptisol",NA,NA,NA,"Bfj",3006,0.0017,6.30427,16.25,5.358,10778.34,NA,NA,NA,49.51,-125.19,"Kothawala",7.268,3.681,2.035,4.76,0.855,0.54868,2.47329,91.22243,8.3,1461,"300","1",NA,NA,10,"Reported","Reported"
"65","Inceptisol",NA,NA,NA,"Ah",107,0.2022,5.863,2.42,4.868,6057.69,NA,NA,NA,53.91,-104.69,"Kothawala",1.0048,0.6355,0.609,1.92,0.603,0.90271,1.5854,92.5516,0.4,467,"579","1",NA,NA,10,"Reported","Reported"
"66","Inceptisol",NA,NA,NA,"Bm",483,0.005,5.86066,2.905,4.896,895.11,NA,NA,NA,53.91,-104.69,"Kothawala",0.412,0.306,0.245,1.548,0.266,0.84822,0,96.05303,0.4,467,"579","1",NA,NA,10,"Reported","Reported"
"67","Inceptisol",NA,NA,NA,"Bm",210,0.0172,5.84493,2.975,5.165,511.58,NA,NA,NA,53.91,-104.69,"Kothawala",0.2624,0.198,0.132,1.948,0.139,0.9061,0,97.52485,0.4,467,"579","1",NA,NA,10,"Reported","Reported"
"68","Inceptisol",NA,NA,NA,"Bf",727,0.0648,8.19042,14.17,4.264,43542.1,NA,NA,NA,45.23,-79.08,"Kothawala",9.668,9.76,8.277,11.024,7.104,0.46328,10.89284,80.91674,NA,NA,NA,"1",NA,NA,10,"Reported","Reported"
"69","Inceptisol",NA,NA,NA,"Ah",315,0.0089,5.07695,2.115,4.143,6105.66,NA,NA,NA,42.22,-80.36,"Kothawala",1.4864,0.8235,0.852,0.964,0.353,0.18455,0,96.64201,8.1,832,"784","1",NA,NA,10,"Reported","Reported"
"70","Inceptisol",NA,NA,NA,"Bm",410,0.1196,5.08051,2.035,4.573,1844.37,NA,NA,NA,42.22,-80.36,"Kothawala",1.6848,0.399,0.549,0.768,0.114,0.04985,0,96.45965,8.1,832,"784","1",NA,NA,10,"Reported","Reported"
"71","Inceptisol",NA,NA,NA,"Ah",390,0.0471,8.34112,3.605,4.289,7274.3,NA,NA,NA,42.22,-80.36,"Kothawala",1.8132,1.49,1.318,2.152,1.059,0.30417,1.58296,90.07591,8.1,832,"784","1",NA,NA,10,"Reported","Reported"
"72","Inceptisol",NA,NA,NA,"Bm",606,0.1267,9.33635,4.91,4.932,1894.81,NA,NA,NA,42.22,-80.36,"Kothawala",1.92453,1.79267,0.859,1.88667,0.7415,0.18936,0,91.8024,8.1,832,"784","1",NA,NA,10,"Reported","Reported"
"73","Inceptisol",NA,NA,NA,"Ah",211,0.0063,7.13566,2.585,5.38,5783.85,NA,NA,NA,42.22,-80.36,"Kothawala",1.4124,0.986,0.805,1.472,0.465,2.1549,0,94.3459,8.1,832,"784","1",NA,NA,10,"Reported","Reported"
"74","Inceptisol",NA,NA,NA,"Bm",234,0.0441,5.85774,2.31,5.745,1445.52,NA,NA,NA,42.22,-80.36,"Kothawala",1.5372,0.817,0.658,1.112,0.372,0.99671,0,96.24427,8.1,832,"784","1",NA,NA,10,"Reported","Reported"
"75","Inceptisol","Dystrudepts",NA,"Calvin","B",420,0.084,14.2,10.7,3.9,4597,58,"Ebis",NA,39.9,-78.1,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"76","Inceptisol","Dystrudepts",NA,"Calvin","B/C",985,0.065,23.5,13.8,4,3092,58,"Ebis",NA,39.9,-78.1,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"77","Ultisol","Kanhapludults",NA,"Cecil","Bt1",3327,0.07,44.8,32.6,4.4,2900,13,"CSiTE","Dekalb, GA",33.646389,-84.1838913,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"78","Alfisol","Hapludalfs",NA,"Chetek","Bt",912,0.012,11.8,5.8,6,3931,8,"CSiTE","WI",45.288887,-92.4330521,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
"79","Alfisol","Hapludalfs",NA,"Chetek","B2",599,0.01,3.9,3.2,5.9,1864,8,"CSiTE","WI",45.288887,-92.4330521,"Mayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"Reported","Reported"
